iata_code;icao_code;name_eng;city_eng;страна_англ
PCJ;SCIP;Пуэрто-ла-Виктория;Пуэрто-ла-Виктория;Парагвай
PCK;KPCK;Поркьюпайн-Крик;Поркьюпайн-Крик;Соединенные Штаты
PCL;SPCL;Международный аэропорт Капитан Ролден;Пукальпа;Перу
PCM;;Пляж Кармен;Пляж Кармен;Мексика
PCN;NZPN;Коромико;Пиктон;Новая Зеландия
PCO;MMPL;красный кончик;красный кончик;Мексика
PCP;FPPR;Принцип;Принцип;Сан-Томе и Принсипи
PCQ;EBPW;Бунеуа;Пхонгсали;Лаос
PCR;SKPC;Пуэрто Каррено;Пуэрто Каррено;Колумбия
PCS;SNPC;пики;пики;Бразилия
PCT;KPCT;Принстон;Принстон;Соединенные Штаты
PCU;SARF;Округ Перл-Ривер;Пикаюн;Соединенные Штаты
PCV;;Совет Чивато;Совет Чивато;Мексика
PDA;SKPD;порт Инирида;порт Инирида;Колумбия
PDB;;Питер Бэй;Питер Бэй;Соединенные Штаты
PDC;NWWQ;Муэо;Муэо;Новая Каледония
PDD;VNBW;Понта-де-Ору;Понта-де-Ору;Мозамбик
PDE;YPDI;Панди Панди;Панди Панди;Австралия
PDF;SNRD;Прадо;Прадо;Бразилия
PDG;WIMG;Международный аэропорт Минангкабау;Поле;Индонезия
PDI;;Сосна;Сосна;Папуа - Новая Гвинея
PDK;KPDK;Декалб-Пичтри;Атланта, Джорджия;Соединенные Штаты
PDL;LPPD;Нордела;Тонкий кончик;Португалия
PDN;;Парндана;Парндана;Австралия
PDO;WIPQ;здание, похожее на беседку;здание, похожее на беседку;Индонезия
PDP;SULS;Корвет Капитан Калифорния Курбело Международный аэропорт;Мальдонадо;Уругвай
PDR;;Муниципальный;Президент Дутра;Эфиопия
PDS;MMPG;черные камни;черные камни;Мексика
PDT;KPDT;Пендлтон;Пендлтон;Соединенные Штаты
PDU;SUPU;Пайсанду;Пайсанду;Уругвай
PDV;LBPD;Пловдив;Пловдив;Болгария
PDX;KPDX;Портленд Интернэшнл;Портленд, Орегон;Соединенные Штаты
PDZ;SVPE;кремни;кремни;Венесуэла
PEA;YPSH;Пеннешоу;Пеннешоу;Австралия
PEB;;Пебане;Пебане;Мозамбик
PEC;KPEC;Пеликан СПБ;Пеликан;Соединенные Штаты
PED;LKPD;Пардубице;Пардубице;Чешская Республика
PEE;USPP;Большое Савино;Пермь;Российская Федерация
PEF;TUPJ;Тонкие изменения;Тонкие изменения;Германия
PEG;LIRZ;Сант-Эджидио;Перуджа;Италия
PEH;SAZP;Пеуахо;Пеуахо;Аргентина
PEI;SKPE;Матекана;грушевое дерево;Колумбия
PEJ;LPBJ;Пешиеи;Пешиеи;Италия
PEK;ZBAA;Пекин Кэпитал Инт.;Пекин;Китай
PEL;FXPG;Пеланенг;Пеланенг;Лесото
PEM;SPTU;Пуэрто Мальдонадо;Пуэрто Мальдонадо;Перу
PEN;WMKP;Пенанг Интернэшнл;Пенанг;Малайзия
PEP;;Пеппименарти;Пеппименарти;Австралия
PEQ;KPEQ;Пекос Сити;Пекос Сити;Соединенные Штаты
PER;YPPH;Перт Интернэшнл;Перт;Австралия
PES;ULPB;Petrozavodsk;Petrozavodsk;Российская Федерация
PET;SBPK;Федеральный;пеллеты;Бразилия
PEU;MHPL;Пуэрто Лемпира;Пуэрто Лемпира;Гондурас
PEW;OPPS;Пешавар;Пешавар;Пакистан
PEX;UUYP;Печора;Печора;Российская Федерация
PEY;YPNG;Пенонг;Пенонг;Австралия
PEZ;UWPP;Довольно много;Довольно много;Российская Федерация
PFA;SAVJ;Паф Уоррен;Паф Уоррен;Соединенные Штаты
PFB;SBPF;Глубокий шаг;Глубокий шаг;Бразилия
PFC;KPFC;Пасифик-Сити-Стейт;Пасифик-Сити, Огайо;Соединенные Штаты
PFD;TNCE;Порт-Фредерик;Порт-Фредерик;Соединенные Штаты
PFJ;BIPA;Патрексфьорд;Патрексфьорд;Исландия
PFN;KPFN;Округ Бэй;Панама;Соединенные Штаты
PFO;LCPH;Международный;Пафос;Кипр
PFQ;OITP;Парсабад;Парсабад;Иран
PFR;FZVS;Илебо;Илебо;Демократическая Республика Конго
PGA;KPGA;Страница;Страница;Соединенные Штаты
PGB;;Черный;Черный;Папуа - Новая Гвинея
PGC;;Грант Каунти;Петербург;Соединенные Штаты
PGD;KPGD;Шарлотт Каунти;Жирный кончик;Соединенные Штаты
PGE;;Yegepa;Yegepa;Папуа - Новая Гвинея
PGF;LFMP;ллабанере;Перпиньян;Франция
PGG;;Прогресс;Сан-Паулу;Бразилия
PGH;VIPT;Пант Нагар;Пант Нагар;Индия
PGI;FNCH;Читато;Читато;Ангола
PGK;WIPK;Пангкалпинанг;Пангкалпинанг;Индонезия
PGL;KPQL;Джексон Каунти;Паскагула;Соединенные Штаты
PGM;KPGM;Порт-Грэм;Порт-Грэм;Соединенные Штаты
PGN;;Зараженный;Зараженный;Папуа - Новая Гвинея
PGO;KPSO;Стивенс Филд;Пагоса-Спрингс;Китай
PGP;FPPA;Порту-Алегри;Порту-Алегри;Сан-Томе и Принсипи
PGR;KPGR;Муниципальный;Парагулд;Соединенные Штаты
PGS;;Пич-Спрингс;Пич-Спрингс;Соединенные Штаты
PGV;KPGV;Питт-Гринвилл;Гринвилл;Соединенные Штаты
PGX;LFBX;Бассийяк;Перигё;Франция
PHA;VVPR;Фан Ранг;Фан Ранг;Вьетнам
PHB;SBPB;Сантос Дюмон;Парнаиба;Бразилия
PHC;DNPO;Порт-Харкорт;Порт-Харкорт;Нигерия
PHD;KPHD;Гарри Клевер;Нью Филадельфия;Соединенные Штаты
PHE;YPPD;Порт-Хедленд;Порт-Хедленд;Австралия
PHF;KPHF;Ньюпорт-Ньюс/Уильямсб;Ньюпорт-Ньюс;Соединенные Штаты
PHG;KPHG;Порт-Харкорт Сити;Порт-Харкорт;Нигерия
PHH;VVPT;Фантьет;Фантьет;Вьетнам
PHI;SNYE;Сосна;Сосна;Бразилия
PHJ;;Порт Хантер;Порт Хантер;Австралия
PHK;KPHK;Палм-Бич Ко-Глейдс;Отсутствие;Соединенные Штаты
PHL;KPHL;Филадельфия Интернэшнл;Филадельфия;Соединенные Штаты
PHM;;Бёблинген;Бёблинген;Германия
PHN;KPHN;Международный округ Сент-Клер;Порт-Гурон;Соединенные Штаты
PHO;PAPO;Пойнт Хоуп;Пойнт Хоуп;Соединенные Штаты
PHP;KPHP;Филип;Филип;Соединенные Штаты
PHR;NFND;Пасифик-Харбор;Пасифик-Харбор;Фиджи
PHS;VTPP;Пхитсанулок;Пхитсанулок;Таиланд
PHT;KPHT;Генри Каунти;Париж;Соединенные Штаты
PHU;VVVH;Фу Винь;Фу Винь;Вьетнам
PHW;FAPH;Кейптаун;Это обсуждалось;Южная Африка
PHX;KPHX;Скай Харбор, международный;Феникс;Соединенные Штаты
PHY;VTPB;Пхетчабун;Пхетчабун;Таиланд
PHZ;;Остров Пхи-Пхи;Остров Пхи-Пхи;Таиланд
PIA;KPIA;Большая Пеория;Пеория, Иллинойс;Соединенные Штаты
PIB;KPIB;Хаттисберг-Лорел региональный;Хаттисберг/Лорел, Массачусетс;Соединенные Штаты
PIC;MBPI;Пайн-Кей;Пайн-Кей;Острова Тёркс и Кайкос
PID;MYPI;райский остров;Нассау;Багамы
PIE;KPIE;Санкт-Петербург-Клируотер Интернэшнл;Чистая вода;Соединенные Штаты
PIF;RCSQ;Пиндун;Пиндун;Китай
PIG;;Шаг вперед;Шаг вперед;Бразилия
PIH;KPIH;Покателло;Покателло;Соединенные Штаты
PII;;Филлипс Филд;Фэрбенкс;Соединенные Штаты
PIK;EGPK;Прествик;Прествик, Южный Эйршир;Великобритания
PIL;SGPI;Столб;Столб;Парагвай
PIM;KPIM;Гарден Харрис Каунти;Сосновая гора;Соединенные Штаты
PIN;SWPI;Паринтинс;Паринтинс;Бразилия
PIO;SPSO;Писко;Писко;Перу
PIP;PAPN;Пилотная точка;Пилотная точка;Соединенные Штаты
PIQ;SYPL;Пипиллипис;Пипиллипис;Гайана
PIR;KPIR;Пьер;Пьер;Соединенные Штаты
PIS;LFBI;биард;Пуатье;Франция
PIU;SPUR;пиура;пиура;Перу
PIV;SNPX;Пирапора;Пирапора;Бразилия
PIW;CZMN;Пиквитоней;Пиквитоней;Канада
PIX;LPPI;Остров Пико;Остров Пико;Португалия
PIZ;PPIZ;Аэропорт Пойнт-Лэй LRRS;Пойнт-Лэй;Соединенные Штаты
PJA;ESUP;Пайала;Пайала;Финляндия
PJB;KPAN;Пейсон;Пейсон;Соединенные Штаты
PJC;SGPJ;Педро Хуан Кабальеро;Педро Хуан Кабальеро;Парагвай
PJG;OPPG;Бетель орех;Бетель орех;Пакистан
PJM;MRPJ;Пуэрто Хименес;Пуэрто Хименес;Коста-Рика
PJS;LEMG;Порт Сан-Хуан;Порт Сан-Хуан;Соединенные Штаты
PJZ;;Порт Валларта;Пуэрто-Хуарес;Мексика
PKA;PAPK;СПБ;Напаскиак;Соединенные Штаты
PKB;KPKB;Вуд Каунти;Паркерсбург;Соединенные Штаты
PKC;UHPP;Yelizovo;Петропавловск-Камчатский;Российская Федерация
PKD;KPKD;Парк Рэпидс;Парк Рэпидс;Соединенные Штаты
PKE;YPKS;Паркс;Паркс;Австралия
PKF;KPKF;Парк-Фолс;Парк-Фолс;Соединенные Штаты
PKG;WMPA;Аэропорт Пангкор;Пангкор;Малайзия
PKH;LGHL;Алексион;Порто Хели;Греция
PKJ;;Большой пляж;Большой пляж;Гватемала
